__template__;__title__;__vraag__;__mc1Goed__;__mc2Fout__;__mc3Fout__;__mc4Fout__;__fill1Goed__;__fill2Goed__;__fill3Goed__;__fill4Goed__;__fill5Goed__;__fill6Goed__;__fill7Goed__;__fill8Goed__;__openModelAntwoord__;__openCriterium1__;__openCriterium2__;__openCriterium3__;__openCriterium4__;__1Jaar__;__2Hoofdstuk__;__3Deel__;__4Pargrf__;__5Taal__;__6Omvang__;__7Type__;__8Bron__;__meta__
fill;Lina et Sam, (...) ont une soirée bbq au camping. ;Remplis le bon pronom personnel (persoonlijk voornaamwoord): Lina et Sam, (...) ont une soirée bbq au camping. ;;;;;Ils;ils;;;;;;;;;;;;1HV;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253910,253919,253927,253928,253931,253934,253936]}"
fill;(...) as des vacances en février?;Remplis le bon pronom personnel (persoonlijk voornaamwoord): (...) as des vacances en février?;;;;;Tu;tu;;;;;;;;;;;;1HV;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253910,253919,253927,253928,253931,253934,253936]}"
fill;Et Timéo, (...) a des devoirs?;Remplis le bon pronom personnel (persoonlijk voornaamwoord): Et Timéo, (...) a des devoirs?;;;;;Il;il;;;;;;;;;;;;1HV;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253910,253919,253927,253928,253931,253934,253936]}"
mc;J' *aime / aimes* la glace;Choisis: J' *aime / aimes* la glace;aime;aimes;;;;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253933,253936]}"
mc;Mes parents *détestez / détestent* les frites.;Choisis: Mes parents *détestez / détestent* les frites.;détestent;détestez;;;;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253933,253936]}"
mc;Nous *préfère / préférons* les desserts.;Choisis: Nous *préfère / préférons* les desserts.;préférons;préfère;;;;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253933,253936]}"
mc;Mon frère Luc *préfère / préfères* les entrées.;Choisis: Mon frère Luc *préfère / préfères* les entrées.;préfère;préfères;;;;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253933,253936]}"
mc;Vous *téléphones / téléphonez* au restaurant?;Choisis: Vous *téléphones / téléphonez* au restaurant?;téléphonez;téléphones;;;;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253933,253936]}"
fill;Tu regard… où?;Complète: Tu regard… où?;;;;;es;regardes;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;On demand… la carte?;Complète: On demand… la carte?;;;;;e;demande;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Louisa et Marion ador… ce restaurant.;Complète: Louisa et Marion ador… ce restaurant.;;;;;ent;adorent;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Je trouv… le menu très bien.;Complète: Je trouv… le menu très bien.;;;;;e;trouve;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Nous (préférer) … un restaurant végétarien.;Remplis le verbe: Nous (préférer) … un restaurant végétarien.;;;;;préférons;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Elles (adorer) … les plats végétariens.;Remplis le verbe: Elles (adorer) … les plats végétariens.;;;;;adorent;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Tu (chercher) … un bon restaurant?;Remplis le verbe: Tu (chercher) … un bon restaurant?;;;;;cherches;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Luc (arriver) … à six heures.;Remplis le verbe: Luc (arriver) … à six heures.;;;;;arrive;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Vous (aider) … Luc?;Remplis le verbe: Vous (aider) … Luc?;;;;;aidez;;;;;;;;;;;;;1HV;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253918,253923,253928,253931,253934,253936]}"
fill;Mon père … travaille … au restaurant.;Complète avec ne/n' et pas. Écris toute la phrase (de hele zin): Mon père … travaille … au restaurant.;;;;;Mon père ne travaille pas au restaurant.;Mon père ne travaille pas au restaurant;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill; Il .. a … soif.;Complète avec ne/n' et pas. Écris toute la phrase (de hele zin):  Il .. a … soif.;;;;;Il n'a pas soif.;Il n'a pas soif;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Vous …cherchez … le fromage.;Complète avec ne/n' et pas. Écris toute la phrase (de hele zin): Vous …cherchez … le fromage.;;;;;Vous ne cherchez pas le fromage.;Vous ne cherchez pas le fromage;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Tu … achètes … un croissant.;Complète avec ne/n' et pas. Écris toute la phrase (de hele zin): Tu … achètes … un croissant.;;;;;Tu n'achètes pas un croissant.;Tu n'achètes pas un croissant;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill; Nous … mangeons … au restaurant.;Complète avec ne/n' et pas. Écris toute la phrase (de hele zin):  Nous … mangeons … au restaurant.;;;;;Nous ne mangeons pas au restaurant.;Nous ne mangeons pas au restaurant;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;On cherche un bon restaurant.;Fais une phrase négative: On cherche un bon restaurant.;;;;;On ne cherche pas un bon restaurant.;On ne cherche pas un bon restaurant;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Les enfants aiment les frites.;Fais une phrase négative: Les enfants aiment les frites.;;;;;Les enfants n'aiment pas les frites.;Les enfants n'aiment pas les frites;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Je déteste la pizza.;Fais une phrase négative: Je déteste la pizza.;;;;;Je ne déteste pas la pizza.;Je ne déteste pas la pizza;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;C'est délicieux!;Fais une phrase négative: C'est délicieux!;;;;;Ce n'est pas délicieux!;Ce n'est pas délicieux.;Ce n'est pas délicieux;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Vous mangez ici.;Fais une phrase négative: Vous mangez ici.;;;;;Vous ne mangez pas ici.;Vous ne mangez pas ici;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;On téléphone au restaurant.;Fais une phrase négative: On téléphone au restaurant.;;;;;On ne téléphone pas au restaurant.;On ne téléphone pas au restaurant;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Il a faim.;Fais une phrase négative: Il a faim.;;;;;Il n'a pas faim.;Il n'a pas faim;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill;Je trouve le pain.;Fais une phrase négative: Je trouve le pain.;;;;;Je ne trouve pas le pain.;Je ne trouve pas le pain;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
fill; Le dessert arrive.;Fais une phrase négative:  Le dessert arrive.;;;;;Le dessert n'arrive pas.;Le dessert n'arrive pas;;;;;;;;;;;;1HV;H02;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253905,253911,253919,253927,253928,253931,253934,253936]}"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mc;"""Tu / Elle"" a été en Italie.";"Choisis: ""Tu / Elle"" a été en Italie.";elle;tu;;;;;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253933,253936]}"
mc;"""Nous / Ils"" ont été à Rome.";"Choisis: ""Nous / Ils"" ont été à Rome.";ils;nous;;;;;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253933,253936]}"
mc;"Nous ""a / avons / ont"" mangé de la pizza.";"Choisis: Nous ""a / avons / ont"" mangé de la pizza.";avons ;a;ont;;;;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253933,253936]}"
mc;"Tous les jours, elle ""a / ai / as"" fait la grasse matinée.";"Choisis: Tous les jours, elle ""a / ai / as"" fait la grasse matinée.";a;ai;as;;;;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253933,253936]}"
mc;"Mes parents ""a / avons / ont"" été à l'hôtel près de la plage.";"Choisis: Mes parents ""a / avons / ont"" été à l'hôtel près de la plage.";ont;a;avons;;;;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253933,253936]}"
fill;Elles (jouer) (…) avec des filles espagnoles.;Mets au passé composé: Elles (jouer) (…) avec des filles espagnoles.;;;;;ont joué; ont joué.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;Sarah (voyager) en avion pour la première fois.;Mets au passé composé: Sarah (voyager) en avion pour la première fois.;;;;;a voyagé;a voyagé.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;Elle (être) un peu nerveuse.;Mets au passé composé: Elle (être) un peu nerveuse.;;;;;a été;a été.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;Au Maroc, il (faire) beau tous les jours.;Mets au passé composé: Au Maroc, il (faire) beau tous les jours.;;;;;a fait;a fait.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;Sarah et ses parents (avoir) de la chance avec le temps!;Mets au passé composé: Sarah et ses parents (avoir) de la chance avec le temps!;;;;;ont eu;ont eu.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;Nous (adorer) les vacances!;Mets au passé composé: Nous (adorer) les vacances!;;;;;avons adoré;avons adoré.;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;(Wij hebben doorgebracht) nos vacances en Italie.;Complète avec le verbe au passé composé: (Wij hebben doorgebracht) nos vacances en Italie.;;;;;nous avons passé;Nous avons passé;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;(Zij heeft gemaakt) un voyage en Inde.;Complète avec le verbe au passé composé: (Zij heeft gemaakt) un voyage en Inde.;;;;;elle a fait;Elle a fait;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;(Ik ben geweest) à Paris.;Complète avec le verbe au passé composé: (Ik ben geweest) à Paris.;;;;;j'ai été;J'ai été;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
fill;(Jullie hebben gehouden van) vos vacances?;Complète avec le verbe au passé composé: (Jullie hebben gehouden van) vos vacances?;;;;;vous avez aimé;Vous avez aimé;;;;;;;;;;;;2H;H01;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253918,253923,253928,253931,253934,253936]}"
mc;mijn - (…) pays favori, c'est la France.;Choisis: mijn - (…) pays favori, c'est la France.;Mon;Ton;Son;Notre;;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253933,253936]}"
mc;jouw - Est-ce que (…) amie est française?;Choisis: jouw - Est-ce que (…) amie est française?;ton;ta;mon;ma;;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253933,253936]}"
mc;haar - Oui, (…) mère est d'origine française.;Choisis: haar - Oui, (…) mère est d'origine française.;sa;son;ses;ton;;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253933,253936]}"
fill;zijn - Il s'appelle Pascal, c'est (…) ami.;Traduis: zijn - Il s'appelle Pascal, c'est (…) ami.;;;;;son;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;onze - Pendant (…) vacances, il faisait beau.;Traduis: onze - Pendant (…) vacances, il faisait beau.;;;;;nos;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill; mijn - Je raconte (…) voyage à Paris.;Traduis:  mijn - Je raconte (…) voyage à Paris.;;;;;mon;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill; mijn - J'ai été avec Yvette, c'est (…) cousine.;Traduis:  mijn - J'ai été avec Yvette, c'est (…) cousine.;;;;;ma;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;haar - (…) frères ont été avec nous.;Traduis: haar - (…) frères ont été avec nous.;;;;;Ses;ses;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;(Ons hotel) n'était pas loin de la tour Eiffel. ;Traduis les mots entre parenthèses: (Ons hotel) n'était pas loin de la tour Eiffel. ;;;;;Notre hôtel;notre hôtel;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;Et toi? Comment était (jouw vakantie) ?;Traduis les mots entre parenthèses: Et toi? Comment était (jouw vakantie) ?;;;;;tes vacances;tes vacances?;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;C'était super! On a été en France et j'ai beaucoup rigolé avec (mijn zus).;Traduis les mots entre parenthèses: C'était super! On a été en France et j'ai beaucoup rigolé avec (mijn zus).;;;;;ma soeur;ma soeur.;ma sœur;ma sœur.;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;Et mes parents, (hun kamer) était magnifique!;Traduis les mots entre parenthèses: Et mes parents, (hun kamer) était magnifique!;;;;;leur chambre;;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;Et vous? Comment était (jullie reis)?;Traduis les mots entre parenthèses: Et vous? Comment était (jullie reis)?;;;;;votre voyage;votre voyage?;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
fill;Super! (Onze honden) ont surtout adoré la plage.;Traduis les mots entre parenthèses: Super! (Onze honden) ont surtout adoré la plage.;;;;;nos chiens;Nos chiens;;;;;;;;;;;;2H;H01;EFGH;H;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253910,253919,253927,253928,253931,253934,253936]}"
mc;Choisis le bon adjectif. Mon copain est (spaans).;Choisis le bon adjectif. Mon copain est (spaans).;espagnol;espagnole;espagnols;espagnoles;;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253933,253936]}"
mc;Choisis le bon adjectif. Il habite dans une (mooi) maison à Madrid.;Choisis le bon adjectif. Il habite dans une (mooi) maison à Madrid.;belle;beau;beaux;belles;;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253933,253936]}"
mc;Choisis le bon adjectif. Il a deux (grote) frères.;Choisis le bon adjectif. Il a deux (grote) frères.;grands;grande;grand;grandes;;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253933,253936]}"
mc;Choisis le bon adjectif. Sa sœur est (klein).;Choisis le bon adjectif. Sa sœur est (klein).;petite;petit;petits;petites;;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253933,253936]}"
fill;Remplis le bon adjectif. Ma copine est très (aardig).;Remplis le bon adjectif. Ma copine est très (aardig).;;;;;gentille;sympa;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253934,253936]}"
fill;Remplis le bon adjectif. Elle habite dans un (klein) appartement.;Remplis le bon adjectif. Elle habite dans un (klein) appartement.;;;;;petit;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253934,253936]}"
fill;Remplis le bon adjectif. C'est dans une (mooi) rue au centre-ville.;Remplis le bon adjectif. C'est dans une (mooi) rue au centre-ville.;;;;;belle;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253934,253936]}"
fill;Remplis le bon adjectif. Son chien est (oud).;Remplis le bon adjectif. Son chien est (oud).;;;;;vieux;;;;;;;;;;;;;2H;H02;ABCD;D;FA-FA;woord;fill;Noordhoff-gl6;"{""objective_ids"": [253906,253911,253918,253923,253928,253931,253934,253936]}"
